Game Name,Game Link,Developer Name,Publisher Name,Game Genre,Platform,Style Genre,Release Date,Price,Rating,Positive Review,Review
Dato of Srivijaya,https://store.steampowered.com/app/1454410/Dato_of_Srivijaya/?snr=1_7_7_240_150_10,Sengkala Dev,Sengkala Dev,"Simulation,Strategy,Diplomacy,Management,RTS,City Builder,Grand Strategy,Real Time Tactics,Time Management,Wargame,2D,Pixel Graphics,Economy,Historical,Medieval,Naval,Politics,Tactical,War,Building",win,"2D,Pixel Graphics","14 Dec, 2020",Free,6,40%,15
Temple Trashers,https://store.steampowered.com/app/1984140/Temple_Trashers/?snr=1_7_7_240_150_10,Hackerspace NTNU,Hackerspace NTNU,"Action,RTS,Tower Defense,Action RTS,Twin Stick Shooter,Top-Down Shooter,3D,Split Screen,Top-Down,Cute,Building,Family Friendly,Fantasy,Historical,Comedy,Funny,Supernatural,Base Building,Crafting,PvE",win,"3D,Split Screen,Top-Down,Cute","25 Nov, 2022",Free,6,59%,27
Defence to death,https://store.steampowered.com/app/603150/Defence_to_death/?snr=1_7_7_240_150_10,Laush Dmitriy Sergeevich,Laush Dmitriy Sergeevich,"Turn-Based Tactics,Strategy,Tower Defense,Singleplayer,Atmospheric,Real-Time with Pause,Zombies,Logic,Survival,Indie,Clicker,RTS,Building,Base Building,Choose Your Own Adventure,Real Time Tactics,3D,Top-Down,Resource Management,Moddable",win,"3D,Top-Down","11 May, 2017",119₴,6,58%,67
Avalon Lords: Dawn Rises,https://store.steampowered.com/app/329280/Avalon_Lords_Dawn_Rises/?snr=1_7_7_240_150_10,Animus Interactive Inc,Animus Interactive Inc,"Strategy,Indie,Early Access,Medieval,RTS,War,Free to Play,Multiplayer","linux, mac, win",,Apr 2016,Free to Play,6,52%,142
Battle Mages,https://store.steampowered.com/app/302470/Battle_Mages/?snr=1_7_7_240_150_10,Targem Games,Targem Games,"RPG,Strategy,Cult Classic,RTS,Fantasy",win,,"27 Nov, 2003",236₴,7,72%,155
Comrade Quack,https://store.steampowered.com/app/1904050/Comrade_Quack/?snr=1_7_7_240_150_10,Lucky Blimp,Lucky Blimp,"Tower Defense,Third-Person Shooter,Parody,War,Cartoon,Cartoony,Capitalism,Stylized,Funny,3D,Third Person,Action,RTS,Action RTS,PvE,Colorful,Controller,Singleplayer,Early Access",win,"Cartoon,Cartoony,Stylized,3D,Third Person,Colorful","12 Apr, 2022",Free To Play,8,85%,27
Warlike,https://store.steampowered.com/app/1599150/Warlike/?snr=1_7_7_240_150_10,Peter Knak,Peter Knak,"Strategy,Adventure,Roguelike,Strategy RPG,Wargame,Fantasy,Medieval,Procedural Generation,Tactical RPG,RTS,2D,Tactical,War,Cute,Open World,Perma Death,Singleplayer,Tutorial,RPG,Indie","linux, mac, win","2D,Cute","10 Jun, 2021",79₴,6,69%,23
Gods and Idols,https://store.steampowered.com/app/423890/Gods_and_Idols/?snr=1_7_7_240_150_10,Viking Tao,Viking Tao,"Free to Play,4X,God Game,RTS,Strategy,Simulation,Sci-fi,Indie,War,Space,Early Access,Multiplayer,Massively Multiplayer,Action RTS,Idler,3D,First-Person,Colorful,Realistic,Dark",win,"3D,First-Person,Colorful,Realistic","12 Dec, 2016",Free To Play,7,70%,732
Super Squad,https://store.steampowered.com/app/1124940/Super_Squad/?snr=1_7_7_240_150_10,Bad Fox Studios,Bad Fox Studios,"Early Access,Arena Shooter,MOBA,Shoot 'Em Up,Top-Down Shooter,Twin Stick Shooter,PvP,Competitive,RTS,Shooter,Strategy,Cute,Top-Down,Team-Based,Action,Cartoony,Colorful,Multiplayer,Tactical,Fast-Paced",win,"Cute,Top-Down,Cartoony,Colorful","25 Jun, 2021",Free To Play,7,71%,103
Slava Ukraini!,https://store.steampowered.com/app/1974090/Slava_Ukraini/?snr=1_7_7_240_150_10,Thor Gaming,Thor Gaming,"Shooter,Military,Wargame,Action,Sniper,Simulation,Combat,Strategy,First-Person,RTS,Action RTS,FPS,Hero Shooter,2D,3D,Top-Down,Historical,Modern,Tactical,Free to Play",win,"First-Person,2D,3D,Top-Down","23 May, 2022",Free,7,75%,1231
Film Studio Manager,https://store.steampowered.com/app/2303060/Film_Studio_Manager/?snr=1_7_7_240_150_10,Illumion Games,Illumion Games,"Time Management,Simulation,Immersive Sim,Education,Economy,RTS,2D,Text-Based,Colorful,Early Access,Free to Play,Strategy,Minimalist,Logic,Singleplayer,Movie",win,"2D,Text-Based,Colorful,Minimalist","17 Mar, 2023",Free,6,52%,21
Strategy & Tactics: Dark Ages,https://store.steampowered.com/app/508300/Strategy__Tactics_Dark_Ages/?snr=1_7_7_240_150_10,HeroLabs,HeroLabs,"Medieval,Strategy,Simulation,RPG,Board Game,Alternate History,Historical,Turn-Based Strategy,Grand Strategy,Diplomacy,Politics,Sandbox,RTS,Real-Time with Pause,Co-op,Dark Fantasy,War,Fantasy,Wargame,Atmospheric",win,,"4 Aug, 2017",210₴,6,62%,147
UNDEAD FACTORY:Zombie Pandemic,https://store.steampowered.com/app/793050/UNDEAD_FACTORYZombie_Pandemic/?snr=1_7_7_240_150_10,"BTD STUDIO Co.,ltd.","BTD STUDIO Co.,ltd.","Free to Play,Strategy,RTS,Indie,Zombies",win,,"16 Feb, 2016",Free To Play,6,54%,83
Kingdom Tales,https://store.steampowered.com/app/276440/Kingdom_Tales/?snr=1_7_7_240_150_10,Cateia Games,Cateia Games,"Casual,Strategy,Time Management,Resource Management,Indie,Family Friendly,Management,Building,Fantasy,Singleplayer,RTS,City Builder,Cartoon,Cute,2D,Colorful,Dragons,Simulation,Linear,RPG",win,"Cartoon,Cute,2D,Colorful","13 Feb, 2014",225₴,6,66%,24
Conquest!,https://store.steampowered.com/app/1771260/Conquest/?snr=1_7_7_240_150_10,GreenLion Gaming,GreenLion Gaming,"Wargame,PvP,Tutorial,PvE,RTS,Strategy RPG,Strategy,2D,Loot,Magic,Medieval,Military,Fantasy,Management,Tactical,Class-Based,War,Old School,Combat,Asynchronous Multiplayer",win,2D,"12 Oct, 2021",Free,6,63%,11
ConquestAreas,https://store.steampowered.com/app/1952770/ConquestAreas/?snr=1_7_7_240_150_10,Killian M,Killian M,"Action,3D Fighter,RTS,Shooter,FPS,3D Platformer,Third-Person Shooter,3D,Third Person,Colorful,2.5D,Realistic,Atmospheric,War,Artificial Intelligence,Logic,Tanks,Sniper,Automation,Combat",win,"3D,Third Person,Colorful,2.5D,Realistic","3 Jun, 2022",Free To Play,6,50%,14
In memory of TITAN,https://store.steampowered.com/app/787780/In_memory_of_TITAN/?snr=1_7_7_240_150_10,"Valhalla Universe, Inc.","Valhalla Universe, Inc.","Early Access,Tactical RPG,Real Time Tactics,RTS,Space,Roguelite,Space Sim,Strategy RPG,Character Customization,RPG,Strategy,Action,Procedural Generation,3D,Top-Down,Cyberpunk,Controller,Nonlinear,Casual,Management",win,"3D,Top-Down","2 Jun, 2018",325₴,6,63%,11
GoblinAttack / 进击的哥布林,https://store.steampowered.com/app/1331090/GoblinAttack/?snr=1_7_7_240_150_10,leeve_weky,leeve_weky,"Strategy,Casual,Indie,Tower Defense,Fantasy,RTS",win,,"15 Jun, 2020",119₴,8,95%,40
Galactic Dominion,https://store.steampowered.com/app/871710/Galactic_Dominion/?snr=1_7_7_240_150_10,Forever Years,Forever Years,"Action,Indie,Strategy,Fast-Paced,Voxel,Real-Time with Pause,Singleplayer,Sci-fi,Turn-Based Strategy,Space,4X,RTS",win,Voxel,"6 Sep, 2018",99₴,6,50%,14
Therian Saga,https://store.steampowered.com/app/542480/Therian_Saga/?snr=1_7_7_240_150_10,Virtys,Virtys,"Free to Play,RPG,Adventure,Massively Multiplayer,Strategy,Crafting,Multiplayer,Action,MMORPG,Open World,Puzzle,Exploration,Simulation,Fantasy,Resource Management,Asynchronous Multiplayer,Indie,RTS,Old School,PvP",win,,"28 Jun, 2013",Free To Play,7,70%,485
Firebase Defence,https://store.steampowered.com/app/941730/Firebase_Defence/?snr=1_7_7_240_150_10,Rasmus Agergaard,Rasmus Agergaard,"Strategy,Action,Indie,Gore,Violent,Tower Defense,Base Building,Top-Down,2D,GameMaker,RTS,Singleplayer,Building,Resource Management,War,Tactical,Great Soundtrack,Real Time Tactics,Difficult,Real-Time",win,"Top-Down,2D","7 Jan, 2019",79₴,7,78%,52
NationWar:Chronicles | 国战:列国志传,https://store.steampowered.com/app/669320/NationWarChronicles/?snr=1_7_7_240_150_10,Yiming,Yiming,"Strategy,Simulation,Indie,Casual,Historical,Grand Strategy,RTS,Great Soundtrack,Early Access,Exploration,Soundtrack,War",win,,"1 Oct, 2017",巴国试玩,6,68%,384
Chronostation,https://store.steampowered.com/app/1217900/Chronostation/?snr=1_7_7_240_150_10,Manfromstars,Manfromstars,"Indie,Strategy,Sci-fi,Tower Defense,Singleplayer,RTS,Space,Survival,2.5D,Base Building,Music",win,2.5D,"2 Mar, 2020",169₴,8,81%,11
Art of Guile,https://store.steampowered.com/app/600250/Art_of_Guile/?snr=1_7_7_240_150_10,Unphysical Machinery,Unphysical Machinery,"Action,Early Access,Strategy,Indie,RPG,RTS",win,,"11 Aug, 2017",99₴,8,82%,17
Bloodsports.TV,https://store.steampowered.com/app/336420/BloodsportsTV/?snr=1_7_7_240_150_10,"Toadman Interactive, Fatshark","Toadman Interactive, Fatshark","Action,Hack and Slash,Indie,MOBA,Post-apocalyptic,Co-op,Survival,PvE,Strategy,Adventure,Casual,Sports,Multiplayer,Singleplayer,Tower Defense,Funny,RTS,Massively Multiplayer,Free to Play,Animation & Modeling",win,,"30 Mar, 2015",3 289₴,9,82%,193
Project Katharsis,https://store.steampowered.com/app/1066230/Project_Katharsis/?snr=1_7_7_240_150_10,WIP studios,WIP studios,"Free to Play,Indie,Adventure,Survival,Sci-fi,RTS,Management",win,,"19 May, 2019",Free To Play,6,56%,30
X-Team,https://store.steampowered.com/app/290850/XTeam/?snr=1_7_7_240_150_10,N-Game Studios,N-Game Studios,"Action,Indie,RPG,Strategy,Violent,Isometric,Singleplayer,Post-apocalyptic,RTS,Strategy RPG",win,Isometric,"16 May, 2008",62₴,6,50%,10
Cro Magnon,https://store.steampowered.com/app/885320/Cro_Magnon/?snr=1_7_7_240_150_10,Thor Gaming,Thor Gaming,"Indie,Early Access,Strategy,RTS",win,,"31 Jul, 2018",21₴,6,41%,12
Psychoballs,https://store.steampowered.com/app/801840/Psychoballs/?snr=1_7_7_240_150_10,Intermediaware,Intermediaware,"Time Management,Real Time Tactics,Puzzle,Real-Time,Difficult,RTS,Arcade,Strategy,2D,Casual,Abstract,Logic,Level Editor,Retro,1980s,1990's,Old School,Grid-Based Movement,Singleplayer,Indie",win,"2D,Abstract","9 Mar, 2018",Free to Play,6,58%,12
Rotten Tide,https://store.steampowered.com/app/1496930/Rotten_Tide/?snr=1_7_7_240_150_10,HYPER GATE,HYPER GATE,"Action,Strategy,Tower Defense,Zombies,Simulation,Pixel Graphics,Base Building,Shooter,RTS,Shoot 'Em Up,Real Time Tactics,2D,Sci-fi,Horror,Military,Retro,Post-apocalyptic,Choices Matter,Singleplayer,Early Access",win,"Pixel Graphics,2D","3 Mar, 2021",119₴,6,60%,10
